,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,Spent,Living_With,Children,Family_Size,Is_Parent
559,1,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,46,1230,1,1,3,1
560,0,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,55,182,1,2,4,1
561,0,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,53,49,1,2,4,1
562,1,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,57,75,1,2,4,1
563,1,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,67,227,1,2,4,1
564,1,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,49,215,1,2,4,1
565,0,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,72,444,1,1,3,1
566,2,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,56,47,1,2,4,1
567,1,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,72,143,1,0,2,0
568,0,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,40,55,1,1,3,1
569,2,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,52,63,1,2,4,1
570,0,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,68,1867,0,0,1,0
571,1,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,62,611,1,1,3,1
572,0,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,68,473,1,1,3,1
573,0,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,64,55,1,0,2,0
574,1,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,39,81,0,1,2,1
575,1,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,48,2086,1,0,2,0
576,1,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,58,1478,0,0,1,0
577,0,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,46,49,1,1,3,1
578,1,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,51,382,1,0,2,0
579,1,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,48,69,1,1,3,1
580,0,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,54,67,0,1,2,1
581,1,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,54,30,1,2,4,1
582,2,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,45,63,1,1,3,1
583,0,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,42,79,1,1,3,1
584,0,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,62,42,0,1,2,1
585,0,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,63,819,1,1,3,1
586,0,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,68,1151,0,0,1,0
587,1,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,75,594,1,2,4,1
588,1,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,57,129,1,2,4,1
589,1,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,37,213,0,1,2,1
590,0,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,50,67,0,1,2,1
591,0,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,67,28,0,3,4,1
592,2,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,48,45,1,1,3,1
593,0,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,58,1193,1,0,2,0
594,1,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,54,268,0,0,1,0
595,1,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,79,266,0,0,1,0
596,2,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,50,37,1,1,3,1
597,0,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,56,37,1,3,5,1
598,1,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,54,882,0,0,1,0
599,0,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,49,373,1,2,4,1
600,1,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,58,35,0,3,4,1
601,1,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,47,107,1,2,4,1
602,0,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,45,42,0,2,3,1
603,1,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,63,326,1,1,3,1
604,1,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,62,404,1,1,3,1
605,0,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,52,95,0,0,1,0
606,0,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,74,939,0,0,1,0
607,2,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,45,33,0,1,2,1
608,2,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,68,981,1,0,2,0
609,0,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,47,36,1,1,3,1
610,0,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,48,1237,0,1,2,1
611,0,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,63,1825,1,1,3,1
612,1,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,46,103,0,2,3,1
613,0,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,46,191,0,1,2,1
614,1,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,53,1586,1,1,3,1
615,1,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,65,963,1,0,2,0
616,2,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,53,889,1,1,3,1
617,2,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,63,93,0,0,1,0
618,0,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,50,1587,0,0,1,0
619,0,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,61,16,0,3,4,1
620,0,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,71,1375,0,0,1,0
621,0,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,61,393,1,1,3,1
622,1,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,73,1477,0,1,2,1
623,0,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,52,1179,1,1,3,1
624,0,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,63,1005,1,1,3,1
625,1,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,75,1348,1,0,2,0
626,1,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,64,1307,0,1,2,1
627,0,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,59,486,0,1,2,1
628,1,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,76,2252,1,0,2,0
629,1,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,52,235,1,2,4,1
630,0,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,53,1724,1,0,2,0
631,1,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,53,235,0,1,2,1
632,1,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,46,1092,1,1,3,1
633,0,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,65,599,1,1,3,1
634,1,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,63,2008,0,0,1,0
635,0,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,38,48,1,1,3,1
636,0,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,49,1174,1,1,3,1
637,1,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,73,67,1,1,3,1
638,0,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,68,365,0,1,2,1
639,0,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,48,6,0,0,1,0
640,0,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,70,165,1,1,3,1
641,2,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,65,210,1,0,2,0
642,1,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,76,1095,1,1,3,1
643,1,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,57,223,0,3,4,1
644,0,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,60,597,1,1,3,1
645,0,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,38,22,1,1,3,1
646,0,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,48,1064,0,1,2,1
647,2,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,43,74,1,0,2,0
648,1,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,67,26,1,0,2,0
649,0,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,64,60,1,0,2,0
650,1,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,49,20,1,1,3,1
651,2,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,36,59,0,1,2,1
652,1,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,55,34,1,1,3,1
653,2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,52,198,1,2,4,1
654,1,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,59,1048,1,1,3,1
655,1,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,61,574,0,2,3,1
656,0,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,53,1029,0,1,2,1
657,0,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,43,670,1,1,3,1
658,1,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,48,990,0,1,2,1
659,0,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,49,11,1,2,4,1
660,1,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,60,1241,1,1,3,1
661,0,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,44,576,0,0,1,0
662,2,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,38,172,1,1,3,1
663,1,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,43,664,0,0,1,0
664,0,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,60,928,0,1,2,1
665,0,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,56,2074,0,0,1,0
666,2,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,41,467,1,0,2,0
667,0,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,68,257,1,1,3,1
668,0,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,56,1146,1,0,2,0
669,1,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,47,689,0,1,2,1
670,1,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,51,2114,0,0,1,0
671,1,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,41,1717,1,0,2,0
672,1,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,34,1346,1,0,2,0
673,1,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,54,1044,1,0,2,0
674,1,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,63,493,0,1,2,1
675,0,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,53,957,0,0,1,0
676,1,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,65,270,1,1,3,1
677,2,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,71,29,1,0,2,0
678,1,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,74,121,0,2,3,1
679,1,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,62,126,1,2,4,1
680,0,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,28,23,0,0,1,0
681,1,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,74,57,0,2,3,1
682,0,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,62,636,0,0,1,0
683,0,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,63,1004,1,0,2,0
684,0,78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,50,734,0,1,2,1
685,0,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,45,614,1,2,4,1
686,0,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,45,1453,0,1,2,1
687,1,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,35,1621,0,0,1,0
688,1,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,55,187,0,1,2,1
689,0,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,37,1443,1,1,3,1
690,1,35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,53,57,0,1,2,1
691,0,43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,72,637,0,1,2,1
692,1,66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,75,948,1,1,3,1
693,1,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,52,59,1,1,3,1
694,0,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,37,18,1,1,3,1
695,1,55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,58,903,0,1,2,1
696,0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,48,112,0,1,2,1
697,0,58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,70,596,1,0,2,0
698,0,50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,41,233,1,1,3,1
699,1,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,48,1511,1,0,2,0
700,2,87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,63,1152,0,0,1,0
701,0,25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,45,48,1,1,3,1
702,0,58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,53,1185,0,1,2,1
703,0,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,65,21,0,2,3,1
704,1,74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,58,965,1,1,3,1
705,0,59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,69,869,1,0,2,0
706,1,18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,39,16,1,1,3,1
707,0,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,58,1947,1,0,2,0
708,0,7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,47,71,1,1,3,1
709,0,44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,57,65,1,1,3,1
710,0,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,68,1380,1,0,2,0
711,1,75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,47,1027,0,0,1,0
712,1,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,58,411,1,3,5,1
713,0,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,32,836,1,0,2,0
714,1,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,74,11,0,2,3,1
715,1,53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,70,480,1,2,4,1
716,0,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,45,606,1,2,4,1
717,1,45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,75,284,0,3,4,1
718,0,89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,50,1472,0,2,3,1
719,0,72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,74,1677,1,0,2,0
720,0,67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,50,1335,1,1,3,1
721,1,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,71,334,1,1,3,1
722,2,17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,34,18,1,1,3,1
723,0,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,54,1338,1,1,3,1
724,1,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,70,1099,0,1,2,1
725,1,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,67,97,1,2,4,1
726,1,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,73,63,0,3,4,1
727,2,38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,45,109,1,1,3,1
728,0,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,59,902,1,0,2,0
729,0,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,71,1574,1,0,2,0
730,2,17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,48,38,1,1,3,1
731,0,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,28,960,0,0,1,0
732,0,33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,53,28,0,1,2,1
733,2,63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,69,1215,1,0,2,0
734,1,83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,51,1497,1,0,2,0
735,1,51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,65,449,1,1,3,1
736,0,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,48,1064,0,1,2,1
737,0,80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,54,1757,1,0,2,0
738,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,44,1440,1,0,2,0
739,2,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,45,1006,1,0,2,0
740,1,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,51,1226,1,1,3,1
741,0,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,59,1171,1,1,3,1
742,1,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,44,92,1,1,3,1
743,1,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,64,99,1,1,3,1
744,2,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,42,66,1,1,3,1
745,0,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,56,564,0,2,3,1
746,1,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,35,1427,1,0,2,0
747,1,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,45,86,0,1,2,1
748,0,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,71,833,0,0,1,0
749,0,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,68,242,1,1,3,1
750,0,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,46,1869,1,0,2,0
751,0,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,36,1364,1,0,2,0
752,2,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,58,183,1,1,3,1
753,1,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,67,450,1,1,3,1
754,0,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,44,758,1,1,3,1
755,1,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,72,1507,1,0,2,0
756,0,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,58,654,0,2,3,1
757,0,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,51,81,1,2,4,1
758,1,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,66,137,1,1,3,1
759,0,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,70,16,1,2,4,1
760,1,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,58,93,0,1,2,1
761,1,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,65,1158,1,0,2,0
762,1,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,68,43,0,2,3,1
763,0,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,52,1525,0,1,2,1
764,1,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,49,1230,0,0,1,0
765,0,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,47,29,1,2,4,1
766,0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,53,25,0,1,2,1
767,0,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,51,24,1,1,3,1
768,0,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,51,38,1,1,3,1
769,2,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,37,57,1,1,3,1
770,1,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,63,47,1,2,4,1
771,1,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,55,813,0,1,2,1
772,1,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,45,629,1,1,3,1
773,0,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,47,377,0,1,2,1
774,1,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,78,1612,1,0,2,0
775,1,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,66,729,1,0,2,0
776,0,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,73,50,0,0,1,0
777,0,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,45,270,1,2,4,1
778,0,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,62,177,0,1,2,1
779,1,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,61,315,0,0,1,0
780,1,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,69,767,1,1,3,1
781,2,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,58,1071,0,1,2,1
782,0,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,50,1580,1,0,2,0
783,0,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,55,60,1,1,3,1
784,1,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,53,573,1,1,3,1
785,0,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,67,41,0,2,3,1
786,0,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,72,170,1,2,4,1
787,1,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,79,1167,0,0,1,0
788,0,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,65,1526,1,0,2,0
789,1,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,47,458,1,2,4,1
790,1,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,52,63,1,1,3,1
791,0,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,66,405,1,1,3,1
792,0,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,51,1027,1,2,4,1
793,0,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,51,1478,0,1,2,1
794,0,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,42,72,1,0,2,0
795,0,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,51,48,0,1,2,1
796,0,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,48,726,0,0,1,0
797,1,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,68,860,1,1,3,1
798,1,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,37,1497,1,0,2,0
799,1,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,53,495,1,1,3,1
800,0,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,47,20,1,2,4,1
801,0,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,69,570,0,0,1,0
802,0,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,51,769,1,1,3,1
803,2,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,45,55,1,1,3,1
804,1,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,43,1808,0,0,1,0
805,0,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,51,55,1,1,3,1
806,0,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,62,577,0,0,1,0
807,0,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,60,162,1,0,2,0
808,0,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,64,1957,1,1,3,1
809,2,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,64,1576,0,1,2,1
810,0,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,69,1616,1,3,5,1
811,0,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,61,36,0,3,4,1
812,1,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,65,1482,0,1,2,1
813,0,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,39,22,1,1,3,1
814,1,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,47,63,0,2,3,1
815,0,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,31,680,0,0,1,0
816,1,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,56,542,1,2,4,1
817,2,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,43,50,1,1,3,1
818,0,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,56,39,1,2,4,1
819,0,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,67,1043,1,1,3,1
820,1,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,51,385,0,1,2,1
821,0,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,43,1633,0,0,1,0
822,2,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,43,46,0,1,2,1
823,0,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,46,761,0,1,2,1
824,0,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,73,76,1,2,4,1
825,0,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,49,290,1,1,3,1
826,0,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,35,89,0,1,2,1
827,0,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,42,70,1,1,3,1
828,2,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,63,1066,1,0,2,0
829,0,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,53,2009,1,0,2,0
830,2,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,32,1345,0,0,1,0
831,1,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,67,764,0,1,2,1
832,0,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,60,195,0,1,2,1
833,0,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,43,53,1,2,4,1
834,0,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,49,368,0,1,2,1
835,1,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,69,544,1,1,3,1
836,2,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,66,1853,1,0,2,0
837,1,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,57,35,1,2,4,1
838,1,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,49,446,1,1,3,1
839,0,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,44,1180,0,1,2,1
